country,country_code,year_week,age_group,new_cases,population,source,rate_14_day_per_100k
Austria,AT,2020-09,<15yr,0,1278692,"TESSy COVID-19, national weekly data",
Austria,AT,2020-10,<15yr,0,1278692,"TESSy COVID-19, national weekly data",
Austria,AT,2020-11,<15yr,10,1278692,"TESSy COVID-19, national weekly data",0.8
Austria,AT,2020-12,<15yr,58,1278692,"TESSy COVID-19, national weekly data",5.3
Austria,AT,2020-13,<15yr,156,1278692,"TESSy COVID-19, national weekly data",16.7
Austria,AT,2020-14,<15yr,104,1278692,"TESSy COVID-19, national weekly data",20.3
Austria,AT,2020-15,<15yr,54,1278692,"TESSy COVID-19, national weekly data",12.4
Austria,AT,2020-16,<15yr,14,1278692,"TESSy COVID-19, national weekly data",5.3
Austria,AT,2020-17,<15yr,21,1278692,"TESSy COVID-19, national weekly data",2.7
Austria,AT,2020-18,<15yr,20,1278692,"TESSy COVID-19, national weekly data",3.2
Austria,AT,2020-19,<15yr,6,1278692,"TESSy COVID-19, national weekly data",2.0
Austria,AT,2020-20,<15yr,26,1278692,"TESSy COVID-19, national weekly data",2.5
Austria,AT,2020-21,<15yr,25,1278692,"TESSy COVID-19, national weekly data",4.0
Austria,AT,2020-22,<15yr,28,1278692,"TESSy COVID-19, national weekly data",4.1
Austria,AT,2020-23,<15yr,33,1278692,"TESSy COVID-19, national weekly data",4.8
Austria,AT,2020-24,<15yr,22,1278692,"TESSy COVID-19, national weekly data",4.3
Austria,AT,2020-25,<15yr,32,1278692,"TESSy COVID-19, national weekly data",4.2
Austria,AT,2020-26,<15yr,42,1278692,"TESSy COVID-19, national weekly data",5.8
Austria,AT,2020-27,<15yr,109,1278692,"TESSy COVID-19, national weekly data",11.8
Austria,AT,2020-28,<15yr,59,1278692,"TESSy COVID-19, national weekly data",13.1
Austria,AT,2020-29,<15yr,95,1278692,"TESSy COVID-19, national weekly data",12.0
Austria,AT,2020-30,<15yr,82,1278692,"TESSy COVID-19, national weekly data",13.8
Austria,AT,2020-31,<15yr,75,1278692,"TESSy COVID-19, national weekly data",12.3
Austria,AT,2020-32,<15yr,53,1278692,"TESSy COVID-19, national weekly data",10.0
Austria,AT,2020-33,<15yr,77,1278692,"TESSy COVID-19, national weekly data",10.2
Austria,AT,2020-34,<15yr,130,1278692,"TESSy COVID-19, national weekly data",16.2
Austria,AT,2020-35,<15yr,177,1278692,"TESSy COVID-19, national weekly data",24.0
Austria,AT,2020-36,<15yr,228,1278692,"TESSy COVID-19, national weekly data",31.7
Austria,AT,2020-37,<15yr,387,1278692,"TESSy COVID-19, national weekly data",48.1
Austria,AT,2020-38,<15yr,512,1278692,"TESSy COVID-19, national weekly data",70.3
Austria,AT,2020-39,<15yr,470,1278692,"TESSy COVID-19, national weekly data",76.8
Austria,AT,2020-40,<15yr,615,1278692,"TESSy COVID-19, national weekly data",84.9
Austria,AT,2020-41,<15yr,841,1278692,"TESSy COVID-19, national weekly data",113.9
Austria,AT,2020-42,<15yr,986,1278692,"TESSy COVID-19, national weekly data",142.9
Austria,AT,2020-43,<15yr,1368,1278692,"TESSy COVID-19, national weekly data",184.1
Austria,AT,2020-44,<15yr,1877,1278692,"TESSy COVID-19, national weekly data",253.8
Austria,AT,2020-45,<15yr,2038,1278692,"TESSy COVID-19, national weekly data",306.2
Austria,AT,2020-46,<15yr,2921,1278692,"TESSy COVID-19, national weekly data",387.8
Austria,AT,2020-47,<15yr,2643,1278692,"TESSy COVID-19, national weekly data",435.1
Austria,AT,2020-48,<15yr,1876,1278692,"TESSy COVID-19, national weekly data",353.4
Austria,AT,2020-49,<15yr,1226,1278692,"TESSy COVID-19, national weekly data",242.6
Austria,AT,2020-50,<15yr,1006,1278692,"TESSy COVID-19, national weekly data",174.6
Austria,AT,2020-51,<15yr,959,1278692,"TESSy COVID-19, national weekly data",153.7
Austria,AT,2020-52,<15yr,873,1278692,"TESSy COVID-19, national weekly data",143.3
Austria,AT,2020-53,<15yr,805,1278692,"TESSy COVID-19, national weekly data",131.2
Austria,AT,2021-01,<15yr,735,1278692,"TESSy COVID-19, national weekly data",120.4
Austria,AT,2021-02,<15yr,518,1278692,"TESSy COVID-19, national weekly data",98.0
Austria,AT,2021-03,<15yr,694,1278692,"TESSy COVID-19, national weekly data",94.8
Austria,AT,2021-04,<15yr,761,1278692,"TESSy COVID-19, national weekly data",113.8
Austria,AT,2020-09,15-24yr,4,969767,"TESSy COVID-19, national weekly data",
Austria,AT,2020-10,15-24yr,14,969767,"TESSy COVID-19, national weekly data",
Austria,AT,2020-11,15-24yr,103,969767,"TESSy COVID-19, national weekly data",12.1
Austria,AT,2020-12,15-24yr,286,969767,"TESSy COVID-19, national weekly data",40.1
Austria,AT,2020-13,15-24yr,435,969767,"TESSy COVID-19, national weekly data",74.3
Austria,AT,2020-14,15-24yr,308,969767,"TESSy COVID-19, national weekly data",76.6
Austria,AT,2020-15,15-24yr,178,969767,"TESSy COVID-19, national weekly data",50.1
Austria,AT,2020-16,15-24yr,54,969767,"TESSy COVID-19, national weekly data",23.9
Austria,AT,2020-17,15-24yr,38,969767,"TESSy COVID-19, national weekly data",9.5
Austria,AT,2020-18,15-24yr,25,969767,"TESSy COVID-19, national weekly data",6.5
Austria,AT,2020-19,15-24yr,36,969767,"TESSy COVID-19, national weekly data",6.3
Austria,AT,2020-20,15-24yr,40,969767,"TESSy COVID-19, national weekly data",7.8
Austria,AT,2020-21,15-24yr,33,969767,"TESSy COVID-19, national weekly data",7.5
Austria,AT,2020-22,15-24yr,23,969767,"TESSy COVID-19, national weekly data",5.8
Austria,AT,2020-23,15-24yr,31,969767,"TESSy COVID-19, national weekly data",5.6
Austria,AT,2020-24,15-24yr,26,969767,"TESSy COVID-19, national weekly data",5.9
Austria,AT,2020-25,15-24yr,50,969767,"TESSy COVID-19, national weekly data",7.8
Austria,AT,2020-26,15-24yr,55,969767,"TESSy COVID-19, national weekly data",10.8
Austria,AT,2020-27,15-24yr,96,969767,"TESSy COVID-19, national weekly data",15.6
Austria,AT,2020-28,15-24yr,112,969767,"TESSy COVID-19, national weekly data",21.4
Austria,AT,2020-29,15-24yr,128,969767,"TESSy COVID-19, national weekly data",24.7
Austria,AT,2020-30,15-24yr,203,969767,"TESSy COVID-19, national weekly data",34.1
Austria,AT,2020-31,15-24yr,203,969767,"TESSy COVID-19, national weekly data",41.9
Austria,AT,2020-32,15-24yr,198,969767,"TESSy COVID-19, national weekly data",41.4
Austria,AT,2020-33,15-24yr,579,969767,"TESSy COVID-19, national weekly data",80.1
Austria,AT,2020-34,15-24yr,661,969767,"TESSy COVID-19, national weekly data",127.9
Austria,AT,2020-35,15-24yr,518,969767,"TESSy COVID-19, national weekly data",121.6
Austria,AT,2020-36,15-24yr,552,969767,"TESSy COVID-19, national weekly data",110.3
Austria,AT,2020-37,15-24yr,962,969767,"TESSy COVID-19, national weekly data",156.1
Austria,AT,2020-38,15-24yr,1305,969767,"TESSy COVID-19, national weekly data",233.8
Austria,AT,2020-39,15-24yr,921,969767,"TESSy COVID-19, national weekly data",229.5
Austria,AT,2020-40,15-24yr,1078,969767,"TESSy COVID-19, national weekly data",206.1
Austria,AT,2020-41,15-24yr,1320,969767,"TESSy COVID-19, national weekly data",247.3
Austria,AT,2020-42,15-24yr,1648,969767,"TESSy COVID-19, national weekly data",306.1
Austria,AT,2020-43,15-24yr,2962,969767,"TESSy COVID-19, national weekly data",475.4
Austria,AT,2020-44,15-24yr,4929,969767,"TESSy COVID-19, national weekly data",813.7
Austria,AT,2020-45,15-24yr,6653,969767,"TESSy COVID-19, national weekly data",1194.3
Austria,AT,2020-46,15-24yr,6326,969767,"TESSy COVID-19, national weekly data",1338.4
Austria,AT,2020-47,15-24yr,4793,969767,"TESSy COVID-19, national weekly data",1146.6
Austria,AT,2020-48,15-24yr,3806,969767,"TESSy COVID-19, national weekly data",886.7
Austria,AT,2020-49,15-24yr,2612,969767,"TESSy COVID-19, national weekly data",661.8
Austria,AT,2020-50,15-24yr,2144,969767,"TESSy COVID-19, national weekly data",490.4
Austria,AT,2020-51,15-24yr,1682,969767,"TESSy COVID-19, national weekly data",394.5
Austria,AT,2020-52,15-24yr,1499,969767,"TESSy COVID-19, national weekly data",328.0
Austria,AT,2020-53,15-24yr,1842,969767,"TESSy COVID-19, national weekly data",344.5
Austria,AT,2021-01,15-24yr,1898,969767,"TESSy COVID-19, national weekly data",385.7
Austria,AT,2021-02,15-24yr,1483,969767,"TESSy COVID-19, national weekly data",348.6
Austria,AT,2021-03,15-24yr,1422,969767,"TESSy COVID-19, national weekly data",299.6
Austria,AT,2021-04,15-24yr,1198,969767,"TESSy COVID-19, national weekly data",270.2
Austria,AT,2020-09,25-49yr,5,3016048,"TESSy COVID-19, national weekly data",
Austria,AT,2020-10,25-49yr,53,3016048,"TESSy COVID-19, national weekly data",
Austria,AT,2020-11,25-49yr,411,3016048,"TESSy COVID-19, national weekly data",15.4
Austria,AT,2020-12,25-49yr,1203,3016048,"TESSy COVID-19, national weekly data",53.5
Austria,AT,2020-13,25-49yr,1900,3016048,"TESSy COVID-19, national weekly data",102.9
Austria,AT,2020-14,25-49yr,1093,3016048,"TESSy COVID-19, national weekly data",99.2
Austria,AT,2020-15,25-49yr,592,3016048,"TESSy COVID-19, national weekly data",55.9
Austria,AT,2020-16,25-49yr,217,3016048,"TESSy COVID-19, national weekly data",26.8
Austria,AT,2020-17,25-49yr,160,3016048,"TESSy COVID-19, national weekly data",12.5
Austria,AT,2020-18,25-49yr,128,3016048,"TESSy COVID-19, national weekly data",9.5
Austria,AT,2020-19,25-49yr,109,3016048,"TESSy COVID-19, national weekly data",7.9
Austria,AT,2020-20,25-49yr,173,3016048,"TESSy COVID-19, national weekly data",9.3
Austria,AT,2020-21,25-49yr,128,3016048,"TESSy COVID-19, national weekly data",10.0
Austria,AT,2020-22,25-49yr,88,3016048,"TESSy COVID-19, national weekly data",7.2
Austria,AT,2020-23,25-49yr,92,3016048,"TESSy COVID-19, national weekly data",6.0
Austria,AT,2020-24,25-49yr,64,3016048,"TESSy COVID-19, national weekly data",5.2
Austria,AT,2020-25,25-49yr,87,3016048,"TESSy COVID-19, national weekly data",5.0
Austria,AT,2020-26,25-49yr,174,3016048,"TESSy COVID-19, national weekly data",8.7
Austria,AT,2020-27,25-49yr,293,3016048,"TESSy COVID-19, national weekly data",15.5
Austria,AT,2020-28,25-49yr,282,3016048,"TESSy COVID-19, national weekly data",19.1
Austria,AT,2020-29,25-49yr,333,3016048,"TESSy COVID-19, national weekly data",20.4
Austria,AT,2020-30,25-49yr,336,3016048,"TESSy COVID-19, national weekly data",22.2
Austria,AT,2020-31,25-49yr,320,3016048,"TESSy COVID-19, national weekly data",21.8
Austria,AT,2020-32,25-49yr,299,3016048,"TESSy COVID-19, national weekly data",20.5
Austria,AT,2020-33,25-49yr,571,3016048,"TESSy COVID-19, national weekly data",28.8
Austria,AT,2020-34,25-49yr,831,3016048,"TESSy COVID-19, national weekly data",46.5
Austria,AT,2020-35,25-49yr,849,3016048,"TESSy COVID-19, national weekly data",55.7
Austria,AT,2020-36,25-49yr,982,3016048,"TESSy COVID-19, national weekly data",60.7
Austria,AT,2020-37,25-49yr,1710,3016048,"TESSy COVID-19, national weekly data",89.3
Austria,AT,2020-38,25-49yr,2192,3016048,"TESSy COVID-19, national weekly data",129.4
Austria,AT,2020-39,25-49yr,1968,3016048,"TESSy COVID-19, national weekly data",137.9
Austria,AT,2020-40,25-49yr,2325,3016048,"TESSy COVID-19, national weekly data",142.3
Austria,AT,2020-41,25-49yr,2870,3016048,"TESSy COVID-19, national weekly data",172.2
Austria,AT,2020-42,25-49yr,3797,3016048,"TESSy COVID-19, national weekly data",221.1
Austria,AT,2020-43,25-49yr,7212,3016048,"TESSy COVID-19, national weekly data",365.0
Austria,AT,2020-44,25-49yr,12665,3016048,"TESSy COVID-19, national weekly data",659.0
Austria,AT,2020-45,25-49yr,18171,3016048,"TESSy COVID-19, national weekly data",1022.4
Austria,AT,2020-46,25-49yr,18994,3016048,"TESSy COVID-19, national weekly data",1232.2
Austria,AT,2020-47,25-49yr,16281,3016048,"TESSy COVID-19, national weekly data",1169.6
Austria,AT,2020-48,25-49yr,12405,3016048,"TESSy COVID-19, national weekly data",951.1
Austria,AT,2020-49,25-49yr,8985,3016048,"TESSy COVID-19, national weekly data",709.2
Austria,AT,2020-50,25-49yr,6968,3016048,"TESSy COVID-19, national weekly data",528.9
Austria,AT,2020-51,25-49yr,5536,3016048,"TESSy COVID-19, national weekly data",414.6
Austria,AT,2020-52,25-49yr,5092,3016048,"TESSy COVID-19, national weekly data",352.4
Austria,AT,2020-53,25-49yr,5706,3016048,"TESSy COVID-19, national weekly data",358.0
Austria,AT,2021-01,25-49yr,5444,3016048,"TESSy COVID-19, national weekly data",369.7
Austria,AT,2021-02,25-49yr,4101,3016048,"TESSy COVID-19, national weekly data",316.5
Austria,AT,2021-03,25-49yr,4001,3016048,"TESSy COVID-19, national weekly data",268.6
Austria,AT,2021-04,25-49yr,3695,3016048,"TESSy COVID-19, national weekly data",255.2
Austria,AT,2020-09,50-64yr,2,1925709,"TESSy COVID-19, national weekly data",
Austria,AT,2020-10,50-64yr,22,1925709,"TESSy COVID-19, national weekly data",
Austria,AT,2020-11,50-64yr,235,1925709,"TESSy COVID-19, national weekly data",13.3
Austria,AT,2020-12,50-64yr,933,1925709,"TESSy COVID-19, national weekly data",60.7
Austria,AT,2020-13,50-64yr,1533,1925709,"TESSy COVID-19, national weekly data",128.1
Austria,AT,2020-14,50-64yr,847,1925709,"TESSy COVID-19, national weekly data",123.6
Austria,AT,2020-15,50-64yr,522,1925709,"TESSy COVID-19, national weekly data",71.1
Austria,AT,2020-16,50-64yr,136,1925709,"TESSy COVID-19, national weekly data",34.2
Austria,AT,2020-17,50-64yr,95,1925709,"TESSy COVID-19, national weekly data",12.0
Austria,AT,2020-18,50-64yr,57,1925709,"TESSy COVID-19, national weekly data",7.9
Austria,AT,2020-19,50-64yr,65,1925709,"TESSy COVID-19, national weekly data",6.3
Austria,AT,2020-20,50-64yr,70,1925709,"TESSy COVID-19, national weekly data",7.0
Austria,AT,2020-21,50-64yr,48,1925709,"TESSy COVID-19, national weekly data",6.1
Austria,AT,2020-22,50-64yr,42,1925709,"TESSy COVID-19, national weekly data",4.7
Austria,AT,2020-23,50-64yr,46,1925709,"TESSy COVID-19, national weekly data",4.6
Austria,AT,2020-24,50-64yr,31,1925709,"TESSy COVID-19, national weekly data",4.0
Austria,AT,2020-25,50-64yr,50,1925709,"TESSy COVID-19, national weekly data",4.2
Austria,AT,2020-26,50-64yr,45,1925709,"TESSy COVID-19, national weekly data",4.9
Austria,AT,2020-27,50-64yr,106,1925709,"TESSy COVID-19, national weekly data",7.8
Austria,AT,2020-28,50-64yr,89,1925709,"TESSy COVID-19, national weekly data",10.1
Austria,AT,2020-29,50-64yr,159,1925709,"TESSy COVID-19, national weekly data",12.9
Austria,AT,2020-30,50-64yr,153,1925709,"TESSy COVID-19, national weekly data",16.2
Austria,AT,2020-31,50-64yr,132,1925709,"TESSy COVID-19, national weekly data",14.8
Austria,AT,2020-32,50-64yr,127,1925709,"TESSy COVID-19, national weekly data",13.4
Austria,AT,2020-33,50-64yr,152,1925709,"TESSy COVID-19, national weekly data",14.5
Austria,AT,2020-34,50-64yr,211,1925709,"TESSy COVID-19, national weekly data",18.9
Austria,AT,2020-35,50-64yr,285,1925709,"TESSy COVID-19, national weekly data",25.8
Austria,AT,2020-36,50-64yr,385,1925709,"TESSy COVID-19, national weekly data",34.8
Austria,AT,2020-37,50-64yr,645,1925709,"TESSy COVID-19, national weekly data",53.5
Austria,AT,2020-38,50-64yr,828,1925709,"TESSy COVID-19, national weekly data",76.5
Austria,AT,2020-39,50-64yr,815,1925709,"TESSy COVID-19, national weekly data",85.3
Austria,AT,2020-40,50-64yr,1059,1925709,"TESSy COVID-19, national weekly data",97.3
Austria,AT,2020-41,50-64yr,1481,1925709,"TESSy COVID-19, national weekly data",131.9
Austria,AT,2020-42,50-64yr,2126,1925709,"TESSy COVID-19, national weekly data",187.3
Austria,AT,2020-43,50-64yr,4014,1925709,"TESSy COVID-19, national weekly data",318.8
Austria,AT,2020-44,50-64yr,7429,1925709,"TESSy COVID-19, national weekly data",594.2
Austria,AT,2020-45,50-64yr,11008,1925709,"TESSy COVID-19, national weekly data",957.4
Austria,AT,2020-46,50-64yr,11859,1925709,"TESSy COVID-19, national weekly data",1187.5
Austria,AT,2020-47,50-64yr,9910,1925709,"TESSy COVID-19, national weekly data",1130.4
Austria,AT,2020-48,50-64yr,7391,1925709,"TESSy COVID-19, national weekly data",898.4
Austria,AT,2020-49,50-64yr,5467,1925709,"TESSy COVID-19, national weekly data",667.7
Austria,AT,2020-50,50-64yr,4554,1925709,"TESSy COVID-19, national weekly data",520.4
Austria,AT,2020-51,50-64yr,3342,1925709,"TESSy COVID-19, national weekly data",410.0
Austria,AT,2020-52,50-64yr,3183,1925709,"TESSy COVID-19, national weekly data",338.8
Austria,AT,2020-53,50-64yr,3473,1925709,"TESSy COVID-19, national weekly data",345.6
Austria,AT,2021-01,50-64yr,3426,1925709,"TESSy COVID-19, national weekly data",358.3
Austria,AT,2021-02,50-64yr,2525,1925709,"TESSy COVID-19, national weekly data",309.0
Austria,AT,2021-03,50-64yr,2411,1925709,"TESSy COVID-19, national weekly data",256.3
Austria,AT,2021-04,50-64yr,2256,1925709,"TESSy COVID-19, national weekly data",242.4
Austria,AT,2020-09,65-79yr,1,1226042,"TESSy COVID-19, national weekly data",
Austria,AT,2020-10,65-79yr,16,1226042,"TESSy COVID-19, national weekly data",
Austria,AT,2020-11,65-79yr,95,1226042,"TESSy COVID-19, national weekly data",9.1
Austria,AT,2020-12,65-79yr,402,1226042,"TESSy COVID-19, national weekly data",40.5
Austria,AT,2020-13,65-79yr,730,1226042,"TESSy COVID-19, national weekly data",92.3
Austria,AT,2020-14,65-79yr,429,1226042,"TESSy COVID-19, national weekly data",94.5
Austria,AT,2020-15,65-79yr,233,1226042,"TESSy COVID-19, national weekly data",54.0
Austria,AT,2020-16,65-79yr,110,1226042,"TESSy COVID-19, national weekly data",28.0
Austria,AT,2020-17,65-79yr,62,1226042,"TESSy COVID-19, national weekly data",14.0
Austria,AT,2020-18,65-79yr,38,1226042,"TESSy COVID-19, national weekly data",8.2
Austria,AT,2020-19,65-79yr,12,1226042,"TESSy COVID-19, national weekly data",4.1
Austria,AT,2020-20,65-79yr,17,1226042,"TESSy COVID-19, national weekly data",2.4
Austria,AT,2020-21,65-79yr,19,1226042,"TESSy COVID-19, national weekly data",2.9
Austria,AT,2020-22,65-79yr,9,1226042,"TESSy COVID-19, national weekly data",2.3
Austria,AT,2020-23,65-79yr,16,1226042,"TESSy COVID-19, national weekly data",2.0
Austria,AT,2020-24,65-79yr,15,1226042,"TESSy COVID-19, national weekly data",2.5
Austria,AT,2020-25,65-79yr,16,1226042,"TESSy COVID-19, national weekly data",2.5
Austria,AT,2020-26,65-79yr,13,1226042,"TESSy COVID-19, national weekly data",2.4
Austria,AT,2020-27,65-79yr,24,1226042,"TESSy COVID-19, national weekly data",3.0
Austria,AT,2020-28,65-79yr,37,1226042,"TESSy COVID-19, national weekly data",5.0
Austria,AT,2020-29,65-79yr,46,1226042,"TESSy COVID-19, national weekly data",6.8
Austria,AT,2020-30,65-79yr,69,1226042,"TESSy COVID-19, national weekly data",9.4
Austria,AT,2020-31,65-79yr,48,1226042,"TESSy COVID-19, national weekly data",9.5
Austria,AT,2020-32,65-79yr,28,1226042,"TESSy COVID-19, national weekly data",6.2
Austria,AT,2020-33,65-79yr,63,1226042,"TESSy COVID-19, national weekly data",7.4
Austria,AT,2020-34,65-79yr,60,1226042,"TESSy COVID-19, national weekly data",10.0
Austria,AT,2020-35,65-79yr,82,1226042,"TESSy COVID-19, national weekly data",11.6
Austria,AT,2020-36,65-79yr,102,1226042,"TESSy COVID-19, national weekly data",15.0
Austria,AT,2020-37,65-79yr,191,1226042,"TESSy COVID-19, national weekly data",23.9
Austria,AT,2020-38,65-79yr,256,1226042,"TESSy COVID-19, national weekly data",36.5
Austria,AT,2020-39,65-79yr,335,1226042,"TESSy COVID-19, national weekly data",48.2
Austria,AT,2020-40,65-79yr,348,1226042,"TESSy COVID-19, national weekly data",55.7
Austria,AT,2020-41,65-79yr,581,1226042,"TESSy COVID-19, national weekly data",75.8
Austria,AT,2020-42,65-79yr,878,1226042,"TESSy COVID-19, national weekly data",119.0
Austria,AT,2020-43,65-79yr,1657,1226042,"TESSy COVID-19, national weekly data",206.8
Austria,AT,2020-44,65-79yr,3033,1226042,"TESSy COVID-19, national weekly data",382.5
Austria,AT,2020-45,65-79yr,4594,1226042,"TESSy COVID-19, national weekly data",622.1
Austria,AT,2020-46,65-79yr,4953,1226042,"TESSy COVID-19, national weekly data",778.7
Austria,AT,2020-47,65-79yr,4113,1226042,"TESSy COVID-19, national weekly data",739.5
Austria,AT,2020-48,65-79yr,3047,1226042,"TESSy COVID-19, national weekly data",584.0
Austria,AT,2020-49,65-79yr,2349,1226042,"TESSy COVID-19, national weekly data",440.1
Austria,AT,2020-50,65-79yr,2087,1226042,"TESSy COVID-19, national weekly data",361.8
Austria,AT,2020-51,65-79yr,1699,1226042,"TESSy COVID-19, national weekly data",308.8
Austria,AT,2020-52,65-79yr,1430,1226042,"TESSy COVID-19, national weekly data",255.2
Austria,AT,2020-53,65-79yr,1623,1226042,"TESSy COVID-19, national weekly data",249.0
Austria,AT,2021-01,65-79yr,1558,1226042,"TESSy COVID-19, national weekly data",259.5
Austria,AT,2021-02,65-79yr,1196,1226042,"TESSy COVID-19, national weekly data",224.6
Austria,AT,2021-03,65-79yr,969,1226042,"TESSy COVID-19, national weekly data",176.6
Austria,AT,2021-04,65-79yr,945,1226042,"TESSy COVID-19, national weekly data",156.1
Austria,AT,2020-09,80+yr,0,442517,"TESSy COVID-19, national weekly data",
Austria,AT,2020-10,80+yr,2,442517,"TESSy COVID-19, national weekly data",
Austria,AT,2020-11,80+yr,20,442517,"TESSy COVID-19, national weekly data",5.0
Austria,AT,2020-12,80+yr,185,442517,"TESSy COVID-19, national weekly data",46.3
Austria,AT,2020-13,80+yr,373,442517,"TESSy COVID-19, national weekly data",126.1
Austria,AT,2020-14,80+yr,334,442517,"TESSy COVID-19, national weekly data",159.8
Austria,AT,2020-15,80+yr,258,442517,"TESSy COVID-19, national weekly data",133.8
Austria,AT,2020-16,80+yr,154,442517,"TESSy COVID-19, national weekly data",93.1
Austria,AT,2020-17,80+yr,74,442517,"TESSy COVID-19, national weekly data",51.5
Austria,AT,2020-18,80+yr,44,442517,"TESSy COVID-19, national weekly data",26.7
Austria,AT,2020-19,80+yr,36,442517,"TESSy COVID-19, national weekly data",18.1
Austria,AT,2020-20,80+yr,8,442517,"TESSy COVID-19, national weekly data",9.9
Austria,AT,2020-21,80+yr,12,442517,"TESSy COVID-19, national weekly data",4.5
Austria,AT,2020-22,80+yr,5,442517,"TESSy COVID-19, national weekly data",3.8
Austria,AT,2020-23,80+yr,9,442517,"TESSy COVID-19, national weekly data",3.2
Austria,AT,2020-24,80+yr,14,442517,"TESSy COVID-19, national weekly data",5.2
Austria,AT,2020-25,80+yr,13,442517,"TESSy COVID-19, national weekly data",6.1
Austria,AT,2020-26,80+yr,6,442517,"TESSy COVID-19, national weekly data",4.3
Austria,AT,2020-27,80+yr,12,442517,"TESSy COVID-19, national weekly data",4.1
Austria,AT,2020-28,80+yr,17,442517,"TESSy COVID-19, national weekly data",6.6
Austria,AT,2020-29,80+yr,23,442517,"TESSy COVID-19, national weekly data",9.0
Austria,AT,2020-30,80+yr,29,442517,"TESSy COVID-19, national weekly data",11.8
Austria,AT,2020-31,80+yr,16,442517,"TESSy COVID-19, national weekly data",10.2
Austria,AT,2020-32,80+yr,17,442517,"TESSy COVID-19, national weekly data",7.5
Austria,AT,2020-33,80+yr,23,442517,"TESSy COVID-19, national weekly data",9.0
Austria,AT,2020-34,80+yr,12,442517,"TESSy COVID-19, national weekly data",7.9
Austria,AT,2020-35,80+yr,31,442517,"TESSy COVID-19, national weekly data",9.7
Austria,AT,2020-36,80+yr,19,442517,"TESSy COVID-19, national weekly data",11.3
Austria,AT,2020-37,80+yr,101,442517,"TESSy COVID-19, national weekly data",27.1
Austria,AT,2020-38,80+yr,118,442517,"TESSy COVID-19, national weekly data",49.5
Austria,AT,2020-39,80+yr,148,442517,"TESSy COVID-19, national weekly data",60.1
Austria,AT,2020-40,80+yr,173,442517,"TESSy COVID-19, national weekly data",72.5
Austria,AT,2020-41,80+yr,396,442517,"TESSy COVID-19, national weekly data",128.6
Austria,AT,2020-42,80+yr,468,442517,"TESSy COVID-19, national weekly data",195.2
Austria,AT,2020-43,80+yr,1079,442517,"TESSy COVID-19, national weekly data",349.6
Austria,AT,2020-44,80+yr,1689,442517,"TESSy COVID-19, national weekly data",625.5
Austria,AT,2020-45,80+yr,2306,442517,"TESSy COVID-19, national weekly data",902.8
Austria,AT,2020-46,80+yr,2867,442517,"TESSy COVID-19, national weekly data",1169.0
Austria,AT,2020-47,80+yr,3086,442517,"TESSy COVID-19, national weekly data",1345.3
Austria,AT,2020-48,80+yr,2708,442517,"TESSy COVID-19, national weekly data",1309.3
Austria,AT,2020-49,80+yr,2459,442517,"TESSy COVID-19, national weekly data",1167.6
Austria,AT,2020-50,80+yr,1976,442517,"TESSy COVID-19, national weekly data",1002.2
Austria,AT,2020-51,80+yr,1669,442517,"TESSy COVID-19, national weekly data",823.7
Austria,AT,2020-52,80+yr,1259,442517,"TESSy COVID-19, national weekly data",661.7
Austria,AT,2020-53,80+yr,1374,442517,"TESSy COVID-19, national weekly data",595.0
Austria,AT,2021-01,80+yr,1420,442517,"TESSy COVID-19, national weekly data",631.4
Austria,AT,2021-02,80+yr,1115,442517,"TESSy COVID-19, national weekly data",572.9
Austria,AT,2021-03,80+yr,926,442517,"TESSy COVID-19, national weekly data",461.2
Austria,AT,2021-04,80+yr,798,442517,"TESSy COVID-19, national weekly data",389.6
Belgium,BE,2020-05,<15yr,0,1939566,"TESSy COVID-19, national weekly data",
Belgium,BE,2020-06,<15yr,0,1939566,"TESSy COVID-19, national weekly data",
Belgium,BE,2020-09,<15yr,0,1939566,"TESSy COVID-19, national weekly data",0.0
Belgium,BE,2020-10,<15yr,25,1939566,"TESSy COVID-19, national weekly data",1.3
Belgium,BE,2020-11,<15yr,31,1939566,"TESSy COVID-19, national weekly data",2.9
Belgium,BE,2020-12,<15yr,35,1939566,"TESSy COVID-19, national weekly data",3.4
Belgium,BE,2020-13,<15yr,62,1939566,"TESSy COVID-19, national weekly data",5.0
Belgium,BE,2020-15,<15yr,52,1939566,"TESSy COVID-19, national weekly data",2.7
Belgium,BE,2020-16,<15yr,35,1939566,"TESSy COVID-19, national weekly data",4.5
Belgium,BE,2020-17,<15yr,40,1939566,"TESSy COVID-19, national weekly data",3.9
Belgium,BE,2020-18,<15yr,28,1939566,"TESSy COVID-19, national weekly data",3.5
Belgium,BE,2020-19,<15yr,14,1939566,"TESSy COVID-19, national weekly data",2.2
Belgium,BE,2020-20,<15yr,65,1939566,"TESSy COVID-19, national weekly data",4.1
Belgium,BE,2020-21,<15yr,72,1939566,"TESSy COVID-19, national weekly data",7.1
Belgium,BE,2020-22,<15yr,44,1939566,"TESSy COVID-19, national weekly data",6.0
Belgium,BE,2020-23,<15yr,48,1939566,"TESSy COVID-19, national weekly data",4.7
Belgium,BE,2020-24,<15yr,52,1939566,"TESSy COVID-19, national weekly data",5.2
Belgium,BE,2020-25,<15yr,71,1939566,"TESSy COVID-19, national weekly data",6.3
Belgium,BE,2020-26,<15yr,75,1939566,"TESSy COVID-19, national weekly data",7.5
